 time   show click f1     f2       f3        f4       f5         f6      f7      f8       f9      f10        f11     f12      f13     f14        f15
702538566 1 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a a98e3a73 d787e91b 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a a
3089529533 0 0 bb4524e7 d733bbc3 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 60f59ef9 ab145aa1 bb4524e7 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
8757450780 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 77cea175 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
0081981527 0 0 030440fe 08ba7db9 76b2941d ecad2386 7801e8d9 07d7df22 a99f214a 1253fc11 ae1b1e3b 030440fe 76b2941d ecad2386 7801e8d9 07d7df22 a99f214a 
2291357594 0 1 e151e245 7e091613 f028772b ecad2386 7801e8d9 07d7df22 a99f214a ea1b004b 00b1f3a7 e151e245 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
1113332955 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 0489ce3f 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
7671159208 0 0 84c7ba46 c4e18dd6 50e219e0 ecad2386 7801e8d9 07d7df22 8a869341 b5578fdc cf19f7f7 84c7ba46 50e219e0 ecad2386 7801e8d9 07d7df22 8a869341 
077878004 0 1 85f751fd c4e18dd6 50e219e0 ffc6ffd0 7801e8d9 0f2161f8 3b4d9b97 80bf40be f07e20f8 85f751fd 50e219e0 ffc6ffd0 7801e8d9 0f2161f8 3b4d9b97 8
3259138743 0 0 030440fe 08ba7db9 76b2941d ecad2386 7801e8d9 07d7df22 a99f214a 7407e2eb ef726eae 030440fe 76b2941d ecad2386 7801e8d9 07d7df22 a99f214a 
1928742715 0 1 930c2840 9d3b56b1 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a e8fc2f9f 900981af 930c2840 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
5188881068 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a a304f459 d787e91b 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
7282200605 0 1 e151e245 7e091613 f028772b ecad2386 7801e8d9 07d7df22 a99f214a a74e04be 84ebbcd4 e151e245 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
6520302853 0 0 02d5151c 64778742 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 65cd8410 9e3836ff 02d5151c f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
5127086125 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a fc0848fc 36d749e5 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
0941394934 0 1 43d6df75 27e3c518 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a aff0d6fe 13472f46 43d6df75 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
0479124436 0 0 85f751fd c4e18dd6 50e219e0 680e6a92 2347f47a 0f2161f8 a99f214a f9d55cdb c4cff2ea 85f751fd 50e219e0 680e6a92 2347f47a 0f2161f8 a99f214a 
5830988958 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 829e4720 711ee120 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
2230398994 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a d3c7f33f 5096d134 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
067144726 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 693a9e56 8b1aa260 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 6
7747302161 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 8bf7a86c 0671f8e1 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
4312971977 0 1 5b4d2eda 16a36ef3 f028772b ecad2386 7801e8d9 07d7df22 a99f214a e8db98c9 d4897fef 5b4d2eda f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
3173712651 0 0 5b08c53b 7687a86e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a df37beee d787e91b 5b08c53b 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
8214273379 0 1 93de26ae 7d05db75 335d28a8 ecad2386 7801e8d9 07d7df22 a99f214a 7768930f 272ca818 93de26ae 335d28a8 ecad2386 7801e8d9 07d7df22 a99f214a 
5050310266 0 1 5b4d2eda 16a36ef3 f028772b ecad2386 7801e8d9 07d7df22 a99f214a e552b897 b72d1c6e 5b4d2eda f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
9355219548 0 0 85f751fd c4e18dd6 50e219e0 e2fcccd2 5c5a694b 0f2161f8 bd7c02a1 51197d98 2203a096 85f751fd 50e219e0 e2fcccd2 5c5a694b 0f2161f8 bd7c02a1 
4290040687 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a d80a4c04 6332421a 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
1270366469 0 0 85f751fd c4e18dd6 50e219e0 1779deee 2347f47a f95efa07 a99f214a 080e8b1d 3bc980aa 85f751fd 50e219e0 1779deee 2347f47a f95efa07 a99f214a 
4907120856 1 1 e151e245 7e091613 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 5891803b d787e91b e151e245 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
1642954544 0 0 395fa97c 3f797953 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a feef51e6 779d90c2 395fa97c 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
7405174778 0 0 85f751fd c4e18dd6 50e219e0 e2fcccd2 5c5a694b 0f2161f8 a99f214a 8fec7bcf 034b811d 85f751fd 50e219e0 e2fcccd2 5c5a694b 0f2161f8 a99f214a 
0544393307 1 0 f727f4e0 fcb30e54 50e219e0 ecad2386 7801e8d9 07d7df22 2ad16ba3 fb055d92 c978d6f5 f727f4e0 50e219e0 ecad2386 7801e8d9 07d7df22 2ad16ba3 
3589149864 0 0 ec1aa5a1 42fb0c49 50e219e0 ecad2386 7801e8d9 07d7df22 9906e40c e7a1751e 43e7b962 ec1aa5a1 50e219e0 ecad2386 7801e8d9 07d7df22 9906e40c 
6634663579 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 869e9ee0 8ce34352 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3713241690 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a b7f92de9 8ce34352 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
2388112342 1 1 d9750ee7 98572c79 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 12c32fc6 84ebbcd4 d9750ee7 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
9031095776 0 1 e59ef3fc 0a4015b2 335d28a8 ecad2386 7801e8d9 07d7df22 a99f214a 40b43f44 3fecb32a e59ef3fc 335d28a8 ecad2386 7801e8d9 07d7df22 a99f214a 
882047925 1 1 d9750ee7 98572c79 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 2f4b6389 5096d134 d9750ee7 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 2
9855576624 1 0 84c7ba46 c4e18dd6 50e219e0 ecad2386 7801e8d9 07d7df22 df373817 73d211e5 cf19f7f7 84c7ba46 50e219e0 ecad2386 7801e8d9 07d7df22 df373817 
7513159507 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a d811b152 0eb711ec 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
4706428207 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a b00c1328 d787e91b 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
3983159562 0 0 85f751fd c4e18dd6 50e219e0 54c5d545 2347f47a 0f2161f8 31f9b704 8b42429f e9b8d8d7 85f751fd 50e219e0 54c5d545 2347f47a 0f2161f8 31f9b704 
7693324685 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a e54c1344 06fbfd42 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
8481607797 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 086ef670 553f099b 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
2336165171 0 1 85f751fd c4e18dd6 50e219e0 8c0dcd5a 7801e8d9 0f2161f8 a7420ec6 2f84375e 1df52df3 85f751fd 50e219e0 8c0dcd5a 7801e8d9 0f2161f8 a7420ec6 
0568207251 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 372c8632 4ceb2e0b 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9092401811 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 8ea670e2 f186d2e8 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
7616725957 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a ba3a404f 4ea23a13 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
0215646592 0 1 43d6df75 27e3c518 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a a498950e d787e91b 43d6df75 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9278918190 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 435e98ae 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
7627978158 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a f7600ed5 d787e91b 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
6233421407 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a d7d16472 3421dfe4 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
1193694000 0 0 85f751fd c4e18dd6 50e219e0 090d3a47 0654b444 0f2161f8 a99f214a 658adfe3 56f23684 85f751fd 50e219e0 090d3a47 0654b444 0f2161f8 a99f214a 
5239032448 1 1 d9750ee7 98572c79 f028772b ecad2386 7801e8d9 07d7df22 a99f214a feb38e6a a5bce124 d9750ee7 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
7501445095 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 465fe03d 779d90c2 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
5951062490 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a d2aad2e7 711ee120 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
1911511440 1 0 5b08c53b 7687a86e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a fe630f98 3db9fde9 5b08c53b 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
9414949148 0 0 18859862 b5188ae6 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 43d64c38 99115329 18859862 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
5964468736 0 0 02d5151c 64778742 f028772b ecad2386 7801e8d9 07d7df22 a99f214a d2e5e592 1f0bc64f 02d5151c f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
1063393614 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 48c60dcd 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
7172265296 0 1 faf9c1c2 c8223ee3 f028772b ecad2386 7801e8d9 07d7df22 a99f214a ad1114fe 88fe1d5d faf9c1c2 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
8769802404 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 57bce7c6 d787e91b 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
6764215760 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 1c306e3a ff065cf0 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3743827349 0 1 72a56356 45368af7 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a f40a004b 900981af 72a56356 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
4865739909 1 1 22d080df 6eb534a7 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 39eab8a9 900981af 22d080df 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
498545577 0 0 85f751fd c4e18dd6 50e219e0 1779deee 2347f47a f95efa07 a99f214a ab9a5222 2ee63ff8 85f751fd 50e219e0 1779deee 2347f47a f95efa07 a99f214a a
1926343961 1 1 d9750ee7 98572c79 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 82628a01 3d64834e d9750ee7 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
0949150367 0 0 ef5ed6b8 fa41b2d8 50e219e0 ecad2386 7801e8d9 07d7df22 bd544220 661b3005 43e7b962 ef5ed6b8 50e219e0 ecad2386 7801e8d9 07d7df22 bd544220 
8972929850 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 5a9054ae 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9267565022 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 59ac940d 779d90c2 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
2074488363 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a f1a327e7 2d08e606 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
6124812337 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 56d535f4 d787e91b 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
2914135462 0 0 85f751fd c4e18dd6 50e219e0 39947756 2347f47a cef3e649 ac49f12d afbca787 b4920c7e 85f751fd 50e219e0 39947756 2347f47a cef3e649 ac49f12d 
9553831604 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a bcca3c05 6ce25010 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
4541863694 1 0 d8bb8687 98e6755b 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 65a3b9c7 d4897fef d8bb8687 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
9753459941 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a b1c89e16 7fdd04d2 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
744016931 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 06181484 7ac6007f 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 0
4855986706 0 1 85f751fd c4e18dd6 50e219e0 8c0dcd5a 7801e8d9 0f2161f8 b36096d3 9a7fb3c3 9f4f9b1c 85f751fd 50e219e0 8c0dcd5a 7801e8d9 0f2161f8 b36096d3 
7340461853 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 66ee8267 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
2433703486 0 0 85f751fd c4e18dd6 50e219e0 39947756 2347f47a cef3e649 2a5eebfd 9e6389b3 2891f384 85f751fd 50e219e0 39947756 2347f47a cef3e649 2a5eebfd 
2520623865 0 0 6c5b482c 7687a86e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 3f7df484 84ebbcd4 6c5b482c 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
7672830726 0 1 070ca277 6087b30a f028772b ecad2386 7801e8d9 07d7df22 a99f214a 75fd2084 be6db1d7 070ca277 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
1168274495 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a c19434f5 04f5b394 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3126123156 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 27cab2a3 ecb851b2 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
1377960885 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 48baca27 cdfde03b 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
2403997701 1 0 763a42b5 4c26e9ba 50e219e0 ecad2386 7801e8d9 07d7df22 175e2558 4655c5a2 a9b05547 763a42b5 50e219e0 ecad2386 7801e8d9 07d7df22 175e2558 
3776201932 0 0 26fa1946 e2a5dc06 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 11c67271 d4897fef 26fa1946 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
6068287723 1 0 38217daf 449497bc f028772b ecad2386 7801e8d9 07d7df22 a99f214a e1a589b1 be6db1d7 38217daf f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
1920548518 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 3ccb191e 1f0bc64f 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3913930936 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 7d683800 5096d134 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9859181431 0 1 85f751fd c4e18dd6 50e219e0 c7f29df3 7801e8d9 0f2161f8 d2bbb640 18ad6234 f3bb6237 85f751fd 50e219e0 c7f29df3 7801e8d9 0f2161f8 d2bbb640 
5242215629 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 693bff3e 8d19d3d4 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9437701421 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 0489ce3f 553f099b 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
1237947377 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 0e00dc8d a0f5f879 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
1529432991 1 0 85f751fd c4e18dd6 50e219e0 54c5d545 2347f47a 0f2161f8 cb73ba55 35a688fb be6db1d7 85f751fd 50e219e0 54c5d545 2347f47a 0f2161f8 cb73ba55 
99462582 0 1 856e6d3f 58a89a43 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 8a457acd daa861e9 856e6d3f  028772b ecad2386 7801e8d9 07d7df22 a99f214a 8a
5033826980 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a a265fdfe b4ffa83a 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
4156139444 0 0 85f751fd c4e18dd6 50e219e0 0acbeaa3 45a51db4 f95efa07 a99f214a 42f455c7 0712b55e 85f751fd 50e219e0 0acbeaa3 45a51db4 f95efa07 a99f214a 
5027334769 0 0 7697ed3e c1aa3c04 f028772b ecad2386 7801e8d9 07d7df22 a99f214a d955c2db 8a4875bd 7697ed3e f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
4638860326 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a bec85b47 1ebc7efd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9322669964 0 1 85f751fd c4e18dd6 50e219e0 03a08c3f 7801e8d9 0f2161f8 30f17f5f 2df31c38 684581ce 85f751fd 50e219e0 03a08c3f 7801e8d9 0f2161f8 30f17f5f 
4835312748 0 1 5b4d2eda 16a36ef3 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 1e479f2b 8a4875bd 5b4d2eda f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
0483278389 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 9bec7156 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3926107933 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 5a83756c 1f0bc64f 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
0658146784 0 0 6399eda6 968765cd f028772b ecad2386 7801e8d9 07d7df22 a99f214a 8e195da9 8a4875bd 6399eda6 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
5717534065 0 0 85f751fd c4e18dd6 50e219e0 39947756 2347f47a cef3e649 1c6dc527 9d7d5816 5096d134 85f751fd 50e219e0 39947756 2347f47a cef3e649 1c6dc527 
1141164611 0 0 85f751fd c4e18dd6 50e219e0 54c5d545 2347f47a 0f2161f8 7f4b1f1e 4ae2f074 0bc44f2a 85f751fd 50e219e0 54c5d545 2347f47a 0f2161f8 7f4b1f1e 
9297405174 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a b5ab1f7d 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
8375832486 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 6fe78038 8a4875bd 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
4099937795 0 0 04773863 1fa968fc f028772b ecad2386 7801e8d9 07d7df22 a99f214a 8a6e10a9 1f0bc64f 04773863 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
0342578168 0 0 85f751fd c4e18dd6 50e219e0 cdfb6c82 2347f47a 8ded1f7a 6b17789a 80b74827 7abbbd5c 85f751fd 50e219e0 cdfb6c82 2347f47a 8ded1f7a 6b17789a 
3685217305 0 0 89a490f5 ce307e01 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a b20ecb67 86030d43 89a490f5 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
9392155063 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a ddd2926e ecb851b2 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3067426161 0 0 85f751fd c4e18dd6 50e219e0 febd1138 82e27996 0f2161f8 a99f214a f9abb355 b4b19c97 85f751fd 50e219e0 febd1138 82e27996 0f2161f8 a99f214a 
0923212176 1 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 2496fbc2 cc51a2e1 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
7628025855 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 6d634183 f50d4405 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
3782043582 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 5238bd78 1f0bc64f 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
8343580133 0 0 52c67a67 c4d600ad f028772b ecad2386 7801e8d9 07d7df22 a99f214a bcbc351d cd87d528 52c67a67 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
5728838562 0 1 5ee41ff2 17d996e6 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 0c8250d7 88fe1d5d 5ee41ff2 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
0011133158 0 1 93de26ae 7d05db75 335d28a8 ecad2386 7801e8d9 07d7df22 a99f214a 580fe8ba ee007ad3 93de26ae 335d28a8 ecad2386 7801e8d9 07d7df22 a99f214a 
3125219405 1 0 5b08c53b 7687a86e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a adb87011 7eef184d 5b08c53b 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
0911558535 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 8e447ec0 1f0bc64f 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3309784935 0 0 f282ab5a 61eb5bc4 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 4cd52145 8a4875bd f282ab5a f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
0910794251 0 0 543a539e c7ca3108 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 9b50297f 9d21b1a9 543a539e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
7490614041 0 0 85f751fd c4e18dd6 50e219e0 febd1138 82e27996 0f2161f8 a99f214a 4ac8925b aad45b01 85f751fd 50e219e0 febd1138 82e27996 0f2161f8 a99f214a 
0512050132 1 1 fe8cc448 9166c161 0569f928 ecad2386 7801e8d9 07d7df22 a99f214a bce04f52 88fe1d5d fe8cc448 0569f928 ecad2386 7801e8d9 07d7df22 a99f214a 
3573085496 0 1 5b4d2eda 16a36ef3 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 3cf26dcb 8a4875bd 5b4d2eda f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
2226939305 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a e769a4c3 0eb711ec 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
3256315797 0 0 85f751fd c4e18dd6 50e219e0 62e084c5 7801e8d9 0f2161f8 971d35f0 b0070d9a 13555279 85f751fd 50e219e0 62e084c5 7801e8d9 0f2161f8 971d35f0 
0202159706 0 0 85f751fd c4e18dd6 50e219e0 92e72531 d9b5648e 0f2161f8 a99f214a c9f82b87 f4fffcd0 85f751fd 50e219e0 92e72531 d9b5648e 0f2161f8 a99f214a 
8655357133 0 0 f282ab5a 61eb5bc4 f028772b ecad2386 7801e8d9 07d7df22 a99f214a d06a3372 1f0bc64f f282ab5a f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
9457785872 0 0 85f751fd c4e18dd6 50e219e0 51cedd4e aefc06bd 0f2161f8 a99f214a 84fb8c78 542422a7 85f751fd 50e219e0 51cedd4e aefc06bd 0f2161f8 a99f214a 
5406792420 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 4e37df03 36d749e5 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9275453092 0 0 5b08c53b 7687a86e 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a b76420b1 16954458 5b08c53b 3e814130 ecad2386 7801e8d9 07d7df22 a99f214a 
2796768064 0 0 85f751fd c4e18dd6 50e219e0 1779deee 2347f47a f95efa07 a99f214a 883e9180 be74e6fe 85f751fd 50e219e0 1779deee 2347f47a f95efa07 a99f214a 
9838158594 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a c1cbf73f 4ea23a13 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
9341766270 0 0 1fbe01fe f3845767 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a e54c1344 1f0bc64f 1fbe01fe 28905ebd ecad2386 7801e8d9 07d7df22 a99f214a 
8118137106 1 1 e151e245 7e091613 f028772b ecad2386 7801e8d9 07d7df22 a99f214a e56d1ac1 8a4875bd e151e245 f028772b ecad2386 7801e8d9 07d7df22 a99f214a 
